Epoch,MSE Loss
1,0.004318202993423436
2,0.0005678632853078839
3,0.0004600540520238008
4,0.0003779582060507866
5,0.00030829151067554843
6,0.00023339778405423998
7,0.00017515266056723473
8,0.00020338759826648732
9,0.00017698068399446307
10,0.00017308493993945198
11,0.00016918829960943673
12,0.00015312229300780276
13,0.00015804965276940082
14,0.0001590616060203617
15,0.00016370302510552737
16,0.00015260704653050658
17,0.00016616009708459516
18,0.0001760482652097265
19,0.00016520953662185208
20,0.00015622195655530858
21,0.0001823243225041718
22,0.00015747808817688795
23,0.0001688284473985591
24,0.00014840247271243076
25,0.000159736216208868
26,0.00015188557435848592
27,0.00015865627815209093
28,0.00015438122971599895
29,0.0001738959863744217
30,0.000163857883000648
31,0.00015781821977571767
32,0.0001512902047797467
33,0.00016377498893785407
34,0.0001604109559811547
35,0.0001475549416541135
36,0.0001546029754382276
37,0.0001471396350661706
38,0.00014749953400714218
39,0.0001420976630880163
40,0.00015033374735831388
41,0.00017598504344047323
42,0.00013092560592168142
43,0.0001347292398887975
44,0.00016901326655987387
45,0.00015511639621379312
46,0.00013679891528969984
47,0.00013909949996905455
48,0.00013429002322315592
49,0.0001323863900939665
50,0.0001358384182770953
