Epoch,MSE Loss
1,0.026335989711248696
2,0.0013590198773464424
3,0.0013927850020888693
4,0.0012471685665626814
5,0.0013466386315511198
6,0.0012346670655845205
7,0.0012149241583628422
8,0.0012294087804112794
9,0.001207199198534896
10,0.0011188938341047745
11,0.0010721222399143685
12,0.0008895464159931961
13,0.0006873812042766999
14,0.0005880951761304151
15,0.0005333100354977765
16,0.0005110719503136352
17,0.0004710240609711036
18,0.0004255225101869527
19,0.00043890374289615685
20,0.0003896751433888017
21,0.0003935909910171791
22,0.0003421637157886617
23,0.0003354889359144809
24,0.00030391599386963257
25,0.00029573890378101875
26,0.0002849462866770025
27,0.00027383630839094495
28,0.0002583198482580614
29,0.0002579222852200217
30,0.0002395199306602721
31,0.00023506394227553473
32,0.00023357832833426073
33,0.0002374849794596486
34,0.00024003544629676085
35,0.00023297153150541444
36,0.00022439046344362382
37,0.00023316235292184783
38,0.0002244169844116058
39,0.00023200703937721005
40,0.00023372203618301157
41,0.00023157927660602735
42,0.00023470477692530374
43,0.0002301143084506793
44,0.00022858875032192962
45,0.00023046098774525298
46,0.0002353350997945084
47,0.00022335852810729322
48,0.00022684578494001572
49,0.00022951556293008535
50,0.00023070474257315575
