Epoch,MSE Loss
1,0.010175204076437728
2,0.00034946529787568443
3,0.00027977111636169464
4,0.0002474994218101966
5,0.00022255109393477647
6,0.00023364037446703555
7,0.0002213715725466264
8,0.00019113602643806694
9,0.000226007553768189
10,0.00019462382018294497
11,0.00017437144628342207
12,0.00018615596679780907
13,0.00018088036692158008
14,0.00018267673537290344
15,0.00017586239765579294
16,0.00018218512478698458
17,0.00019418588487530574
18,0.0001735767952966314
19,0.0002051507096136144
20,0.00017495425520421662
21,0.00016602350297034718
22,0.00018552260169397213
23,0.000170000992242152
24,0.00015701006028663228
25,0.0001781806332238139
26,0.00016055820176714205
27,0.00015960042084636235
28,0.00020126928171117065
29,0.00015483791894102642
30,0.0001798688145181923
31,0.00017502197658393048
32,0.00015111619264913584
33,0.0001719769853581157
34,0.00015129979268143265
35,0.00018565867005101473
36,0.00016540021439410607
37,0.0001566194095411683
38,0.00015220062333456654
39,0.00015625624278241216
40,0.0001577462970561572
41,0.00015439292204704274
42,0.0001531031028005398
43,0.00015721213801751018
44,0.00015039412850186367
45,0.00014995926782527627
46,0.00016398478382379162
47,0.00014714604145006483
48,0.0001572574285630792
49,0.00014931889139309837
50,0.0001597646976868553
