Epoch,MSE Loss
1,0.021867784647578707
2,0.0006512783007305448
3,0.0005650911220332741
4,0.000537372334032885
5,0.00048112023952333923
6,0.0004989834835993991
7,0.00047263733878415745
8,0.0005185871117906313
9,0.00046988503371332105
10,0.0005072235133931306
11,0.0004733065112044902
12,0.00039454388180664476
13,0.00042309848504373804
14,0.00040341751991945785
15,0.0003632480087877151
16,0.0003916966569314744
17,0.00032059108395645
18,0.0002796808546138761
19,0.0002618465371467339
20,0.00024610254929159837
21,0.00023135359021710298
22,0.00022358849725735906
23,0.00021100620792172516
24,0.00019985393841385042
25,0.0002043498064137696
26,0.00020792839079928984
27,0.00019856897597492207
28,0.0001920776659452323
29,0.00019041739687963855
30,0.0001834167049829765
31,0.000182592275580516
32,0.00016733268967072945
33,0.0001629966635456575
34,0.00020193630760851583
35,0.00017432241838832851
36,0.00017192743884412006
37,0.0001615527036327486
38,0.00017504260969352408
39,0.0001627359891114923
40,0.00017071904299622735
41,0.00015349779836729534
42,0.00015619131967728857
43,0.00016819908991497608
44,0.00015767026785137465
45,0.00016112084800365016
46,0.00015369250325290653
47,0.00018115247192846646
48,0.00017111814382328054
49,0.00014785344618368463
50,0.00015159686544003698
