Epoch,MSE Loss
1,0.03487899228015782
2,0.0008297665314915191
3,0.0007540965858165041
4,0.0007125424407214658
5,0.0007212395659215483
6,0.000656086369937319
7,0.0006511497174090307
8,0.0006443071470130235
9,0.0006176819905314394
10,0.0006003366163765479
11,0.0005784366886863219
12,0.0005411230304162018
13,0.0005096062346378208
14,0.000478483899184669
15,0.00045621611103082875
16,0.00037876762092180016
17,0.0003681065414379451
18,0.0003760840972972801
19,0.000314025613468922
20,0.0002877286265824556
21,0.00031755661543034615
22,0.0002741418899989055
23,0.0002737612599698228
24,0.00026696043044337
25,0.0002466903863803184
26,0.00023380157472274732
27,0.0002336328881418532
28,0.0002189343867939897
29,0.0002092870238681956
30,0.00019894794214841177
31,0.00018744107494837538
32,0.0001892718521828231
33,0.00018887635035623264
34,0.0001824303404386488
35,0.00017857871820784306
36,0.00017381848270555826
37,0.00017093334775251736
38,0.00017645869840115274
39,0.00016892169371983203
40,0.00016695213577934607
41,0.00017796876298754278
42,0.00016531658742938556
43,0.00016378180381642387
44,0.0001754189226111131
45,0.00016583712892627643
46,0.00016733206445808589
47,0.000165253288806915
48,0.00016565165099434256
49,0.0001644956291784183
50,0.00016707538868234093
