Epoch,MSE Loss
1,0.006040642847235884
2,0.00107663016266694
3,0.0008393891540537071
4,0.0006563356760630591
5,0.0004946838296544027
6,0.0004275812057635954
7,0.0003994297749159159
8,0.0003841927531943333
9,0.00042947229242903023
10,0.00039916724502594053
11,0.0003667308543905771
12,0.0003293947194025451
13,0.00030359683599575266
14,0.0003405347293260598
15,0.00038318344710811897
16,0.00032497174379386706
17,0.0003486149541155707
18,0.00035529588462345093
19,0.00032905922620961466
20,0.0003338494128810352
21,0.00032142882608038944
22,0.0002682212616491597
23,0.00027415394369098876
24,0.00028476157765706174
25,0.0002809233766230237
26,0.0002582320948931738
27,0.0002568786116575615
28,0.00024704910881862615
29,0.0002691283942921372
30,0.00024751323169564584
31,0.00022245012678467901
32,0.0002527388094474898
33,0.00021787521301222214
34,0.0002172760594274021
35,0.00021858048047660204
36,0.00020880891406704905
37,0.000220614909014532
38,0.00021648601391967127
39,0.0002178872157653839
40,0.0002043714803221519
41,0.00020785245442311862
42,0.00018853127145727436
43,0.00019295168602992716
44,0.00019395668444606903
45,0.00019445905662804662
46,0.00017698835634089645
47,0.00021424894228200882
48,0.00017338019839977883
49,0.0001807030220738347
50,0.00020221384097062077
