Epoch,MSE Loss
1,0.015282673029206408
2,0.0013278298621217902
3,0.0013747242895381835
4,0.0012627698445915787
5,0.0011506287773954682
6,0.0009970570067202465
7,0.0007959101771525133
8,0.0005224598380664247
9,0.0005601482373296878
10,0.00043454600351348444
11,0.0004831659095240563
12,0.0003785915048663608
13,0.0004107982446536577
14,0.0003580639580225882
15,0.0003473224218800573
16,0.00036911777533532586
17,0.0003393315098744804
18,0.0003227186761149723
19,0.0003072695709407627
20,0.00030473046374229144
21,0.00031019471114430216
22,0.00029659814754268155
23,0.0002914917528566245
24,0.00028571805463191896
25,0.00027690360861419724
26,0.00027709615157315665
27,0.000258918274842775
28,0.0002812548943135577
29,0.00028495576306239754
30,0.0002538595696629879
31,0.000273360119535937
32,0.0002561699552138129
33,0.0002279499647859969
34,0.0002362328511682992
35,0.0002156918927135444
36,0.00020288933243743182
37,0.00019924877784028972
38,0.00018584216897781717
39,0.0001906998271200185
40,0.0001930153257995294
41,0.00018202456729138957
42,0.0001704472846439684
43,0.0001653854363010194
44,0.0001629438722577308
45,0.00016824729073050548
46,0.00016166713349876873
47,0.00016767764317491028
48,0.00017637201866212612
49,0.00015965183426184618
50,0.000146024153612719
