Epoch,MSE Loss
1,0.006837733621480611
2,0.002992617044892197
3,0.002900494042924553
4,0.0028497711464297026
5,0.0027055722608600023
6,0.002601626083663366
7,0.0026206937014511874
8,0.002634099407894713
9,0.0025627483357895026
10,0.0025814972238017704
11,0.0025139829898384873
12,0.00257511775916495
13,0.0025636233721051437
14,0.0025026677379534
15,0.00251284927703036
16,0.0025474218006975033
17,0.0024318362450016276
18,0.0025183959728994247
19,0.0024978390615872756
20,0.0024643858630025656
21,0.0023828304953706224
22,0.0024272134518777987
23,0.00237221041483418
24,0.0024483263127962653
25,0.002439828626899365
26,0.0023662941645663936
27,0.0023160984565038234
28,0.0023677670523164058
29,0.0023598139787110377
30,0.0023151654151558243
31,0.0022663840835140843
32,0.0023325341830539676
33,0.0023069137670011877
34,0.0022964005947183324
35,0.002279766021463317
36,0.0023071093760422025
37,0.0022757276738905965
38,0.0022247418039698015
39,0.00225659603261793
40,0.002281964082767273
41,0.0022551596070253203
42,0.002188060604549839
43,0.002210097743817693
44,0.0021516939351677823
45,0.0021872249737223785
46,0.0021623176855325066
47,0.002162444325634015
48,0.002169234426099069
49,0.002134596428697718
50,0.0021719603622464005
